Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,NPS
ID2792,Dan,2021-02-18,10:56:38,Admin Support,Y,N,32.0,336.0,6.0,,,,,-100
ID2793,Dan,2021-02-18,11:18:14,Contract related,Y,Y,60.0,290.0,6.0,,,,,-100
ID2794,Dan,2021-02-18,11:18:14,Payment related,Y,Y,25.0,331.0,6.0,,,,,-100
ID2795,Jim,2021-02-18,11:18:14,Payment related,Y,Y,72.0,251.0,8.0,,,,,0
ID2796,Dan,2021-02-18,11:18:14,Technical Support,Y,Y,82.0,67.0,6.0,,,,,-100
ID2798,Diane,2021-02-18,11:25:26,Admin Support,Y,Y,104.0,404.0,8.0,,,,,0
ID2800,Becky,2021-02-18,11:34:05,Technical Support,Y,Y,102.0,144.0,10.0,,,,,100
ID2803,Martha,2021-02-18,13:04:48,Streaming,Y,N,86.0,95.0,6.0,,,,,-100
ID2804,Becky,2021-02-18,13:04:48,Technical Support,Y,Y,93.0,364.0,4.0,,,,,-100
ID2807,Dan,2021-02-18,13:37:55,Technical Support,Y,Y,39.0,253.0,4.0,,,,,-100
ID2808,Stewart,2021-02-18,13:37:55,Admin Support,Y,Y,119.0,46.0,8.0,,,,,0
ID2810,Stewart,2021-02-18,13:45:07,Technical Support,Y,Y,71.0,42.0,6.0,,,,,-100
ID2811,Joe,2021-02-18,13:48:00,Streaming,Y,Y,111.0,414.0,2.0,,,,,-100
ID2812,Martha,2021-02-18,13:48:00,Streaming,Y,N,120.0,240.0,2.0,,,,,-100
ID2814,Diane,2021-02-18,14:47:02,Admin Support,Y,Y,81.0,182.0,10.0,,,,,100
ID2816,Martha,2021-02-18,14:52:48,Streaming,Y,Y,40.0,143.0,2.0,,,,,-100
ID2817,Dan,2021-02-18,15:15:50,Admin Support,Y,Y,114.0,179.0,10.0,,,,,100
ID2820,Jim,2021-02-18,16:00:29,Contract related,Y,Y,29.0,48.0,8.0,,,,,0
ID2821,Jim,2021-02-18,16:03:22,Technical Support,Y,Y,56.0,390.0,6.0,,,,,-100
ID2822,Diane,2021-02-18,16:03:22,Technical Support,Y,N,58.0,165.0,8.0,,,,,0
ID2823,Martha,2021-02-18,16:58:05,Technical Support,Y,Y,68.0,182.0,10.0,,,,,100
ID2824,Jim,2021-02-18,16:58:05,Admin Support,Y,N,114.0,65.0,6.0,,,,,-100
ID2825,Greg,2021-02-18,16:59:31,Technical Support,Y,Y,11.0,188.0,6.0,,,,,-100
ID2826,Becky,2021-02-18,16:59:31,Streaming,Y,Y,46.0,103.0,6.0,,,,,-100
ID2827,Jim,2021-02-19,9:01:26,Admin Support,Y,Y,78.0,406.0,8.0,,,,,0
ID2829,Joe,2021-02-19,9:17:17,Admin Support,Y,Y,53.0,301.0,6.0,,,,,-100
ID2830,Jim,2021-02-19,9:17:17,Payment related,Y,Y,37.0,201.0,2.0,,,,,-100
ID2831,Diane,2021-02-19,9:18:43,Streaming,Y,Y,111.0,220.0,8.0,,,,,0
ID2832,Dan,2021-02-19,9:18:43,Contract related,Y,N,14.0,54.0,10.0,,,,,100
ID2833,Diane,2021-02-19,9:25:55,Streaming,Y,Y,82.0,168.0,6.0,,,,,-100
ID2837,Stewart,2021-02-19,11:22:34,Contract related,Y,Y,69.0,294.0,6.0,,,,,-100
ID2838,Diane,2021-02-19,11:22:34,Streaming,Y,Y,21.0,414.0,6.0,,,,,-100
ID2839,Becky,2021-02-19,11:42:43,Payment related,Y,Y,113.0,41.0,4.0,,,,,-100
ID2840,Martha,2021-02-19,11:42:43,Streaming,Y,Y,34.0,211.0,6.0,,,,,-100
ID2841,Jim,2021-02-19,11:54:14,Payment related,Y,N,26.0,40.0,6.0,,,,,-100
ID2842,Jim,2021-02-19,11:54:14,Admin Support,Y,Y,76.0,320.0,6.0,,,,,-100
ID2845,Jim,2021-02-19,13:29:17,Technical Support,Y,Y,63.0,227.0,2.0,,,,,-100
ID2846,Stewart,2021-02-19,13:29:17,Admin Support,Y,Y,80.0,248.0,6.0,,,,,-100
ID2847,Jim,2021-02-19,13:32:10,Admin Support,Y,Y,36.0,377.0,2.0,,,,,-100
ID2848,Diane,2021-02-19,13:32:10,Admin Support,Y,Y,22.0,115.0,10.0,,,,,100
ID2849,Stewart,2021-02-19,13:45:07,Streaming,Y,Y,80.0,267.0,4.0,,,,,-100
ID2850,Jim,2021-02-19,13:45:07,Technical Support,Y,Y,109.0,44.0,2.0,,,,,-100
ID2851,Stewart,2021-02-19,14:22:34,Technical Support,Y,Y,80.0,338.0,6.0,,,,,-100
ID2852,Joe,2021-02-19,14:22:34,Admin Support,Y,Y,108.0,287.0,8.0,,,,,0
ID2853,Becky,2021-02-19,14:26:53,Contract related,Y,Y,10.0,344.0,8.0,,,,,0
ID2855,Martha,2021-02-19,14:45:36,Technical Support,Y,Y,115.0,158.0,6.0,,,,,-100
ID2856,Becky,2021-02-19,14:45:36,Admin Support,Y,Y,79.0,271.0,6.0,,,,,-100
ID2857,Stewart,2021-02-19,14:52:48,Admin Support,Y,Y,109.0,39.0,4.0,,,,,-100
ID2858,Jim,2021-02-19,14:52:48,Contract related,Y,Y,12.0,315.0,8.0,,,,,0
ID2859,Joe,2021-02-19,15:02:53,Streaming,Y,Y,87.0,134.0,6.0,,,,,-100
ID2860,Stewart,2021-02-19,15:02:53,Admin Support,Y,Y,55.0,340.0,6.0,,,,,-100
ID2861,Joe,2021-02-19,15:33:07,Payment related,Y,Y,109.0,335.0,8.0,,,,,0
ID2864,Becky,2021-02-19,15:33:07,Payment related,Y,Y,12.0,69.0,8.0,,,,,0
ID2865,Martha,2021-02-19,16:04:48,Payment related,Y,Y,71.0,171.0,10.0,,,,,100
ID2867,Stewart,2021-02-19,16:26:24,Streaming,Y,N,104.0,389.0,8.0,,,,,0
ID2868,Stewart,2021-02-19,16:26:24,Payment related,Y,Y,110.0,113.0,2.0,,,,,-100
ID2869,Martha,2021-02-19,17:21:07,Streaming,Y,Y,108.0,164.0,2.0,,,,,-100
ID2870,Dan,2021-02-19,17:21:07,Technical Support,Y,Y,88.0,55.0,2.0,,,,,-100
ID2872,Joe,2021-02-19,17:29:46,Admin Support,Y,Y,32.0,368.0,2.0,,,,,-100
ID2873,Diane,2021-02-19,17:38:24,Contract related,Y,Y,37.0,373.0,8.0,,,,,0
ID2874,Greg,2021-02-19,17:38:24,Payment related,Y,Y,58.0,205.0,10.0,,,,,100
ID2875,Greg,2021-02-20,9:24:29,Contract related,Y,Y,61.0,246.0,8.0,,,,,0
ID2876,Jim,2021-02-20,9:24:29,Contract related,Y,Y,39.0,105.0,2.0,,,,,-100
ID2877,Joe,2021-02-20,9:33:07,Contract related,Y,Y,39.0,341.0,8.0,,,,,0
ID2878,Diane,2021-02-20,9:33:07,Streaming,Y,Y,53.0,107.0,10.0,,,,,100
ID2880,Stewart,2021-02-20,10:01:55,Streaming,Y,Y,64.0,311.0,8.0,,,,,0
ID2881,Joe,2021-02-20,10:10:34,Technical Support,Y,Y,77.0,220.0,6.0,,,,,-100
ID2882,Dan,2021-02-20,10:10:34,Contract related,Y,Y,20.0,49.0,2.0,,,,,-100
ID2885,Dan,2021-02-20,10:50:53,Admin Support,Y,Y,26.0,373.0,10.0,,,,,100
ID2886,Diane,2021-02-20,10:50:53,Technical Support,Y,Y,33.0,299.0,6.0,,,,,-100
ID2888,Becky,2021-02-20,11:00:58,Contract related,Y,Y,122.0,128.0,6.0,,,,,-100
ID2890,Martha,2021-02-20,11:11:02,Payment related,Y,Y,75.0,226.0,6.0,,,,,-100
ID2891,Martha,2021-02-20,11:21:07,Admin Support,Y,Y,27.0,99.0,8.0,,,,,0
ID2892,Diane,2021-02-20,11:21:07,Contract related,Y,Y,37.0,348.0,6.0,,,,,-100
ID2893,Diane,2021-02-20,11:34:05,Admin Support,Y,Y,24.0,145.0,6.0,,,,,-100
ID2894,Becky,2021-02-20,11:34:05,Streaming,Y,Y,70.0,322.0,2.0,,,,,-100
ID2895,Becky,2021-02-20,11:41:17,Technical Support,Y,Y,117.0,114.0,8.0,,,,,0
ID2896,Diane,2021-02-20,11:41:17,Payment related,Y,Y,15.0,277.0,2.0,,,,,-100
ID2897,Greg,2021-02-20,11:54:14,Streaming,Y,Y,20.0,215.0,6.0,,,,,-100
ID2898,Dan,2021-02-20,11:54:14,Streaming,Y,Y,36.0,256.0,4.0,,,,,-100
ID2899,Diane,2021-02-20,12:02:53,Technical Support,Y,Y,63.0,287.0,2.0,,,,,-100
ID2900,Becky,2021-02-20,12:02:53,Payment related,Y,Y,20.0,382.0,6.0,,,,,-100
ID2901,Dan,2021-02-20,12:10:05,Contract related,Y,N,115.0,335.0,8.0,,,,,0
ID2903,Dan,2021-02-20,12:25:55,Technical Support,Y,Y,95.0,298.0,6.0,,,,,-100
ID2904,Becky,2021-02-20,12:25:55,Payment related,Y,Y,114.0,187.0,8.0,,,,,0
ID2905,Martha,2021-02-20,12:46:05,Contract related,Y,Y,71.0,121.0,8.0,,,,,0
ID2906,Stewart,2021-02-20,12:46:05,Payment related,Y,Y,44.0,362.0,2.0,,,,,-100
ID2909,Stewart,2021-02-20,13:35:02,Payment related,Y,Y,24.0,114.0,6.0,,,,,-100
ID2911,Dan,2021-02-20,13:56:38,Contract related,Y,Y,70.0,179.0,6.0,,,,,-100
ID2913,Dan,2021-02-20,14:13:55,Admin Support,Y,Y,33.0,40.0,2.0,,,,,-100
ID2915,Greg,2021-02-20,14:28:19,Admin Support,Y,N,15.0,332.0,2.0,,,,,-100
ID2916,Joe,2021-02-20,14:28:19,Streaming,Y,Y,103.0,296.0,8.0,,,,,0
ID2917,Martha,2021-02-20,15:07:12,Contract related,Y,Y,61.0,350.0,10.0,,,,,100
ID2919,Greg,2021-02-20,15:11:31,Contract related,Y,Y,32.0,85.0,8.0,,,,,0
ID2920,Dan,2021-02-20,15:11:31,Admin Support,Y,Y,33.0,102.0,8.0,,,,,0
ID2921,Becky,2021-02-20,15:12:58,Payment related,Y,Y,30.0,350.0,6.0,,,,,-100
ID2922,Stewart,2021-02-20,15:12:58,Streaming,Y,Y,36.0,326.0,8.0,,,,,0
ID2923,Dan,2021-02-20,15:21:36,Technical Support,Y,Y,16.0,260.0,8.0,,,,,0
ID2924,Stewart,2021-02-20,15:21:36,Technical Support,Y,Y,60.0,267.0,6.0,,,,,-100
ID2926,Stewart,2021-02-20,15:53:17,Contract related,Y,Y,42.0,296.0,8.0,,,,,0
ID2927,Dan,2021-02-20,16:00:29,Contract related,Y,Y,58.0,341.0,2.0,,,,,-100
ID2928,Greg,2021-02-20,16:00:29,Payment related,Y,N,44.0,138.0,2.0,,,,,-100
ID2929,Martha,2021-02-20,16:10:34,Streaming,Y,N,72.0,153.0,2.0,,,,,-100
ID2930,Stewart,2021-02-20,16:10:34,Streaming,Y,Y,13.0,237.0,8.0,,,,,0
ID2931,Jim,2021-02-20,16:14:53,Streaming,Y,Y,113.0,211.0,8.0,,,,,0
ID2933,Greg,2021-02-20,16:16:19,Contract related,Y,Y,51.0,390.0,8.0,,,,,0
ID2934,Greg,2021-02-20,16:16:19,Contract related,Y,N,85.0,314.0,2.0,,,,,-100
ID2935,Stewart,2021-02-20,16:32:10,Payment related,Y,N,27.0,384.0,8.0,,,,,0
ID2936,Dan,2021-02-20,16:32:10,Contract related,Y,Y,75.0,205.0,6.0,,,,,-100
ID2937,Jim,2021-02-20,16:52:19,Contract related,Y,Y,63.0,333.0,4.0,,,,,-100
ID2939,Diane,2021-02-20,17:25:26,Payment related,Y,Y,22.0,51.0,6.0,,,,,-100
ID2941,Stewart,2021-02-20,17:57:07,Admin Support,Y,N,106.0,225.0,6.0,,,,,-100
ID2942,Greg,2021-02-20,17:57:07,Streaming,Y,Y,86.0,160.0,8.0,,,,,0
ID2943,Stewart,2021-02-21,9:57:36,Contract related,Y,Y,55.0,364.0,6.0,,,,,-100
ID2944,Martha,2021-02-21,9:57:36,Admin Support,Y,Y,74.0,406.0,4.0,,,,,-100
ID2945,Stewart,2021-02-21,10:12:00,Admin Support,Y,Y,53.0,380.0,10.0,,,,,100
ID2946,Joe,2021-02-21,10:12:00,Technical Support,Y,Y,115.0,125.0,6.0,,,,,-100
ID2947,Jim,2021-02-21,10:22:05,Admin Support,Y,Y,29.0,90.0,8.0,,,,,0
ID2948,Joe,2021-02-21,10:22:05,Payment related,Y,Y,16.0,130.0,8.0,,,,,0
ID2949,Martha,2021-02-21,11:06:43,Technical Support,Y,N,26.0,225.0,6.0,,,,,-100
ID2950,Becky,2021-02-21,11:06:43,Technical Support,Y,Y,71.0,229.0,2.0,,,,,-100
ID2951,Joe,2021-02-21,11:08:10,Streaming,Y,Y,109.0,271.0,8.0,,,,,0
ID2952,Joe,2021-02-21,11:08:10,Technical Support,Y,Y,102.0,230.0,10.0,,,,,100
ID2953,Joe,2021-02-21,11:12:29,Payment related,Y,Y,115.0,37.0,8.0,,,,,0
ID2954,Diane,2021-02-21,11:12:29,Technical Support,Y,Y,48.0,147.0,8.0,,,,,0
ID2955,Dan,2021-02-21,11:35:31,Streaming,Y,Y,41.0,267.0,10.0,,,,,100
ID2956,Greg,2021-02-21,11:35:31,Technical Support,Y,Y,97.0,190.0,8.0,,,,,0
ID2957,Martha,2021-02-21,11:42:43,Payment related,Y,N,39.0,202.0,6.0,,,,,-100
ID2959,Jim,2021-02-21,11:54:14,Payment related,Y,Y,73.0,73.0,6.0,,,,,-100
ID2960,Dan,2021-02-21,11:54:14,Contract related,Y,Y,25.0,66.0,2.0,,,,,-100
ID2961,Becky,2021-02-21,12:21:36,Streaming,Y,Y,84.0,229.0,6.0,,,,,-100
ID2962,Becky,2021-02-21,12:21:36,Technical Support,Y,Y,99.0,155.0,10.0,,,,,100
ID2963,Jim,2021-02-21,12:25:55,Streaming,Y,Y,108.0,328.0,6.0,,,,,-100
ID2964,Greg,2021-02-21,12:25:55,Payment related,Y,Y,80.0,137.0,8.0,,,,,0
ID2965,Becky,2021-02-21,12:57:36,Payment related,Y,Y,77.0,75.0,8.0,,,,,0
ID2966,Stewart,2021-02-21,12:57:36,Admin Support,Y,Y,14.0,91.0,10.0,,,,,100
ID2967,Stewart,2021-02-21,13:14:53,Technical Support,Y,N,69.0,310.0,10.0,,,,,100
ID2968,Jim,2021-02-21,13:14:53,Contract related,Y,Y,91.0,53.0,6.0,,,,,-100
ID2970,Becky,2021-02-21,13:35:02,Payment related,Y,Y,125.0,189.0,2.0,,,,,-100
ID2971,Becky,2021-02-21,13:56:38,Streaming,Y,Y,25.0,360.0,8.0,,,,,0
ID2972,Dan,2021-02-21,13:56:38,Payment related,Y,Y,60.0,285.0,8.0,,,,,0
ID2973,Becky,2021-02-21,13:59:31,Technical Support,Y,N,97.0,280.0,6.0,,,,,-100
ID2974,Dan,2021-02-21,13:59:31,Admin Support,Y,Y,41.0,296.0,2.0,,,,,-100
ID2976,Greg,2021-02-21,14:29:46,Streaming,Y,Y,47.0,419.0,8.0,,,,,0
ID2978,Jim,2021-02-21,14:47:02,Streaming,Y,Y,82.0,394.0,10.0,,,,,100
ID2979,Greg,2021-02-21,14:58:34,Admin Support,Y,Y,94.0,283.0,8.0,,,,,0
ID2980,Becky,2021-02-21,14:58:34,Contract related,Y,Y,43.0,283.0,8.0,,,,,0
ID2981,Stewart,2021-02-21,15:10:05,Technical Support,Y,Y,27.0,247.0,2.0,,,,,-100
ID2982,Joe,2021-02-21,15:10:05,Technical Support,Y,N,15.0,171.0,6.0,,,,,-100
ID2983,Jim,2021-02-21,15:44:38,Technical Support,Y,Y,21.0,82.0,8.0,,,,,0
ID2984,Dan,2021-02-21,15:44:38,Technical Support,Y,Y,30.0,106.0,10.0,,,,,100
ID2985,Diane,2021-02-21,15:46:05,Admin Support,Y,N,106.0,130.0,2.0,,,,,-100
ID2986,Jim,2021-02-21,15:46:05,Admin Support,Y,Y,56.0,321.0,6.0,,,,,-100
ID2987,Dan,2021-02-21,16:23:31,Payment related,Y,Y,100.0,393.0,10.0,,,,,100
ID2988,Diane,2021-02-21,16:23:31,Streaming,Y,Y,48.0,346.0,6.0,,,,,-100
ID2989,Jim,2021-02-21,16:59:31,Streaming,Y,Y,74.0,217.0,10.0,,,,,100
ID2990,Stewart,2021-02-21,16:59:31,Admin Support,Y,Y,100.0,240.0,2.0,,,,,-100
ID2991,Diane,2021-02-21,17:19:41,Payment related,Y,N,90.0,163.0,6.0,,,,,-100
ID2993,Dan,2021-02-21,17:21:07,Payment related,Y,Y,43.0,380.0,10.0,,,,,100
ID2994,Joe,2021-02-21,17:21:07,Payment related,Y,Y,68.0,313.0,8.0,,,,,0
ID2996,Diane,2021-02-21,17:49:55,Admin Support,Y,Y,65.0,318.0,2.0,,,,,-100
ID2997,Greg,2021-02-22,9:04:19,Admin Support,Y,Y,125.0,118.0,10.0,,,,,100
ID2998,Joe,2021-02-22,9:04:19,Admin Support,Y,Y,62.0,313.0,8.0,,,,,0
ID2999,Jim,2021-02-22,9:44:38,Payment related,Y,Y,24.0,130.0,6.0,,,,,-100
ID3001,Jim,2021-02-22,11:12:29,Streaming,Y,Y,41.0,137.0,8.0,,,,,0
ID3002,Becky,2021-02-22,11:12:29,Streaming,Y,Y,81.0,113.0,6.0,,,,,-100
ID3003,Diane,2021-02-22,11:13:55,Technical Support,Y,Y,21.0,328.0,10.0,,,,,100
ID3006,Jim,2021-02-22,11:29:46,Contract related,Y,Y,42.0,268.0,8.0,,,,,0
ID3007,Greg,2021-02-22,11:58:34,Streaming,Y,Y,79.0,321.0,10.0,,,,,100
ID3008,Greg,2021-02-22,11:58:34,Technical Support,Y,Y,120.0,293.0,8.0,,,,,0
ID3009,Dan,2021-02-22,12:04:19,Admin Support,Y,Y,10.0,154.0,8.0,,,,,0
ID3010,Jim,2021-02-22,12:04:19,Streaming,Y,Y,21.0,305.0,2.0,,,,,-100
ID3011,Diane,2021-02-22,13:01:55,Technical Support,Y,N,16.0,215.0,10.0,,,,,100
ID3012,Joe,2021-02-22,13:01:55,Payment related,Y,Y,34.0,379.0,10.0,,,,,100
ID3013,Diane,2021-02-22,13:19:12,Contract related,Y,Y,116.0,413.0,2.0,,,,,-100
ID3014,Greg,2021-02-22,13:19:12,Admin Support,Y,Y,28.0,385.0,4.0,,,,,-100
ID3015,Martha,2021-02-22,13:30:43,Technical Support,Y,Y,75.0,153.0,6.0,,,,,-100
ID3017,Joe,2021-02-22,14:06:43,Payment related,Y,N,29.0,214.0,4.0,,,,,-100
ID3020,Dan,2021-02-22,14:32:38,Technical Support,Y,Y,118.0,131.0,8.0,,,,,0
ID3021,Dan,2021-02-22,14:32:38,Admin Support,Y,Y,87.0,304.0,6.0,,,,,-100
ID3022,Diane,2021-02-22,14:32:38,Streaming,Y,N,100.0,405.0,6.0,,,,,-100
ID3023,Becky,2021-02-22,15:12:58,Admin Support,Y,Y,114.0,305.0,4.0,,,,,-100
ID3024,Stewart,2021-02-22,15:12:58,Technical Support,Y,Y,69.0,35.0,8.0,,,,,0
ID3025,Jim,2021-02-22,15:18:43,Admin Support,Y,Y,112.0,119.0,6.0,,,,,-100
ID3027,Stewart,2021-02-22,15:37:26,Streaming,Y,Y,48.0,114.0,6.0,,,,,-100
ID3028,Becky,2021-02-22,15:37:26,Payment related,Y,Y,92.0,86.0,4.0,,,,,-100
ID3029,Jim,2021-02-22,15:37:26,Streaming,Y,Y,102.0,394.0,8.0,,,,,0
ID3030,Martha,2021-02-22,15:37:26,Technical Support,Y,Y,16.0,391.0,6.0,,,,,-100
ID3031,Joe,2021-02-22,15:41:46,Technical Support,Y,Y,58.0,173.0,10.0,,,,,100
ID3032,Becky,2021-02-22,15:41:46,Contract related,Y,Y,87.0,102.0,10.0,,,,,100
ID3033,Joe,2021-02-22,15:48:58,Contract related,Y,Y,88.0,77.0,8.0,,,,,0
ID3034,Dan,2021-02-22,15:48:58,Admin Support,Y,Y,59.0,222.0,6.0,,,,,-100
ID3035,Jim,2021-02-22,16:26:24,Streaming,Y,Y,11.0,195.0,6.0,,,,,-100
ID3036,Joe,2021-02-22,16:26:24,Technical Support,Y,Y,75.0,393.0,6.0,,,,,-100
ID3037,Greg,2021-02-22,16:39:22,Admin Support,Y,Y,64.0,397.0,6.0,,,,,-100
ID3038,Becky,2021-02-22,16:39:22,Streaming,Y,Y,95.0,316.0,2.0,,,,,-100
ID3039,Martha,2021-02-22,16:55:12,Technical Support,Y,Y,94.0,302.0,8.0,,,,,0
ID3044,Diane,2021-02-22,17:09:36,Contract related,Y,Y,41.0,128.0,6.0,,,,,-100
ID3045,Diane,2021-02-22,17:19:41,Admin Support,Y,Y,38.0,228.0,6.0,,,,,-100
ID3046,Martha,2021-02-22,17:19:41,Streaming,Y,Y,33.0,102.0,10.0,,,,,100
ID3047,Dan,2021-02-23,9:02:53,Technical Support,Y,Y,49.0,61.0,6.0,,,,,-100
ID3048,Dan,2021-02-23,9:02:53,Streaming,Y,Y,97.0,46.0,10.0,,,,,100
ID3049,Becky,2021-02-23,9:23:02,Payment related,Y,Y,23.0,173.0,6.0,,,,,-100
ID3050,Joe,2021-02-23,9:23:02,Technical Support,Y,Y,60.0,376.0,6.0,,,,,-100
ID3051,Martha,2021-02-23,9:43:12,Technical Support,Y,Y,48.0,384.0,4.0,,,,,-100
ID3052,Diane,2021-02-23,9:43:12,Contract related,Y,Y,28.0,105.0,8.0,,,,,0
ID3053,Martha,2021-02-23,10:24:58,Technical Support,Y,Y,104.0,343.0,8.0,,,,,0
ID3054,Greg,2021-02-23,10:24:58,Contract related,Y,Y,115.0,83.0,8.0,,,,,0
ID3055,Becky,2021-02-23,10:43:41,Admin Support,Y,N,89.0,112.0,6.0,,,,,-100
ID3057,Stewart,2021-02-23,10:49:26,Technical Support,Y,Y,111.0,257.0,6.0,,,,,-100
ID3058,Jim,2021-02-23,10:49:26,Payment related,Y,Y,17.0,378.0,10.0,,,,,100
ID3059,Diane,2021-02-23,11:22:34,Technical Support,Y,Y,112.0,63.0,6.0,,,,,-100
ID3060,Stewart,2021-02-23,11:22:34,Streaming,Y,N,100.0,265.0,10.0,,,,,100
ID3062,Diane,2021-02-23,12:01:26,Admin Support,Y,Y,40.0,253.0,6.0,,,,,-100
ID3064,Becky,2021-02-23,12:41:46,Admin Support,Y,Y,29.0,70.0,6.0,,,,,-100
ID3065,Jim,2021-02-23,12:59:02,Admin Support,Y,N,39.0,393.0,8.0,,,,,0
ID3066,Diane,2021-02-23,12:59:02,Payment related,Y,Y,41.0,78.0,6.0,,,,,-100
ID3069,Becky,2021-02-23,13:37:55,Admin Support,Y,Y,56.0,37.0,10.0,,,,,100
ID3070,Diane,2021-02-23,13:37:55,Streaming,Y,Y,76.0,136.0,2.0,,,,,-100
ID3071,Greg,2021-02-23,13:45:07,Admin Support,Y,N,36.0,66.0,6.0,,,,,-100
ID3072,Jim,2021-02-23,13:45:07,Streaming,Y,Y,111.0,102.0,6.0,,,,,-100
ID3073,Becky,2021-02-23,14:28:19,Payment related,Y,Y,17.0,184.0,8.0,,,,,0
ID3074,Diane,2021-02-23,14:28:19,Payment related,Y,Y,121.0,203.0,10.0,,,,,100
ID3075,Stewart,2021-02-23,14:34:05,Payment related,Y,Y,69.0,365.0,8.0,,,,,0
ID3076,Jim,2021-02-23,14:34:05,Contract related,Y,Y,111.0,207.0,6.0,,,,,-100
ID3078,Jim,2021-02-23,14:38:24,Technical Support,Y,Y,86.0,278.0,6.0,,,,,-100
ID3079,Dan,2021-02-23,14:48:29,Payment related,Y,Y,77.0,413.0,8.0,,,,,0
ID3080,Jim,2021-02-23,14:48:29,Contract related,Y,Y,70.0,288.0,6.0,,,,,-100
ID3081,Greg,2021-02-23,14:54:14,Streaming,Y,Y,82.0,86.0,6.0,,,,,-100
ID3083,Becky,2021-02-23,15:21:36,Contract related,Y,Y,69.0,137.0,2.0,,,,,-100
ID3085,Joe,2021-02-23,15:30:14,Contract related,Y,Y,56.0,82.0,2.0,,,,,-100
ID3086,Greg,2021-02-23,15:30:14,Contract related,Y,Y,95.0,369.0,2.0,,,,,-100
ID3088,Greg,2021-02-23,15:34:34,Streaming,Y,Y,13.0,366.0,6.0,,,,,-100
ID3089,Joe,2021-02-23,15:47:31,Payment related,Y,Y,52.0,299.0,8.0,,,,,0
ID3090,Joe,2021-02-23,15:47:31,Technical Support,Y,N,40.0,352.0,8.0,,,,,0
ID3092,Martha,2021-02-23,16:40:48,Contract related,Y,Y,124.0,403.0,10.0,,,,,100
ID3093,Greg,2021-02-23,16:55:12,Payment related,Y,Y,99.0,404.0,8.0,,,,,0
ID3094,Becky,2021-02-23,16:55:12,Streaming,Y,Y,99.0,398.0,8.0,,,,,0
ID3095,Diane,2021-02-23,17:11:02,Payment related,Y,Y,86.0,266.0,8.0,,,,,0
ID3096,Joe,2021-02-23,17:11:02,Technical Support,Y,Y,118.0,53.0,4.0,,,,,-100
ID3097,Martha,2021-02-23,17:24:00,Contract related,Y,Y,50.0,383.0,8.0,,,,,0
ID3099,Becky,2021-02-23,17:29:46,Streaming,Y,Y,52.0,214.0,2.0,,,,,-100
ID3100,Diane,2021-02-23,17:29:46,Technical Support,Y,Y,34.0,286.0,8.0,,,,,0
ID3101,Greg,2021-02-24,9:36:00,Payment related,Y,Y,37.0,228.0,6.0,,,,,-100
ID3102,Dan,2021-02-24,9:36:00,Admin Support,Y,Y,75.0,181.0,8.0,,,,,0
ID3103,Dan,2021-02-24,12:59:02,Technical Support,Y,Y,85.0,73.0,4.0,,,,,-100
ID3104,Diane,2021-02-24,12:59:02,Admin Support,Y,Y,25.0,263.0,6.0,,,,,-100
ID3107,Joe,2021-02-24,13:17:46,Streaming,Y,Y,70.0,48.0,8.0,,,,,0
ID3108,Diane,2021-02-24,13:17:46,Technical Support,Y,Y,103.0,206.0,8.0,,,,,0
ID3109,Stewart,2021-02-24,13:35:02,Payment related,Y,Y,71.0,417.0,10.0,,,,,100
ID3110,Becky,2021-02-24,13:35:02,Technical Support,Y,Y,51.0,71.0,8.0,,,,,0
ID3111,Jim,2021-02-24,13:49:26,Payment related,Y,Y,103.0,32.0,10.0,,,,,100
ID3112,Joe,2021-02-24,13:49:26,Payment related,Y,Y,98.0,175.0,10.0,,,,,100
ID3113,Greg,2021-02-24,13:58:05,Payment related,Y,Y,65.0,204.0,4.0,,,,,-100
ID3114,Dan,2021-02-24,13:58:05,Admin Support,Y,Y,104.0,299.0,8.0,,,,,0
ID3115,Jim,2021-02-24,14:24:00,Payment related,Y,Y,82.0,286.0,4.0,,,,,-100
ID3116,Martha,2021-02-24,14:24:00,Payment related,Y,Y,26.0,172.0,8.0,,,,,0
ID3117,Diane,2021-02-24,14:34:05,Payment related,Y,N,84.0,216.0,6.0,,,,,-100
ID3118,Greg,2021-02-24,14:34:05,Technical Support,Y,Y,106.0,343.0,8.0,,,,,0
ID3119,Joe,2021-02-24,14:41:17,Admin Support,Y,Y,92.0,102.0,8.0,,,,,0
ID3121,Becky,2021-02-24,15:17:17,Contract related,Y,Y,122.0,181.0,2.0,,,,,-100
ID3122,Becky,2021-02-24,15:17:17,Contract related,Y,Y,92.0,164.0,8.0,,,,,0
ID3124,Jim,2021-02-24,15:21:36,Streaming,Y,Y,61.0,265.0,10.0,,,,,100
ID3125,Martha,2021-02-24,15:28:48,Technical Support,Y,Y,27.0,116.0,10.0,,,,,100
ID3126,Becky,2021-02-24,15:28:48,Technical Support,Y,Y,68.0,108.0,2.0,,,,,-100
ID3128,Greg,2021-02-24,15:41:46,Technical Support,Y,Y,59.0,42.0,8.0,,,,,0
ID3130,Joe,2021-02-24,16:07:41,Technical Support,Y,Y,110.0,350.0,8.0,,,,,0
